
车型,选车类型,价格/万,新车价格,上牌时间,公里数,排放标准,排量,过户信息,年检到期,交强险,商业险到期,发动机,变速箱,网址
本田 思域 2014款 1.8L 手动经典版,严选车,6.62,原价6.84万,2015-06,7.03万公里,国五,1.8,0次过户,2019-6,2019-6,已过期,1.8L 141马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/a52973bc4ebc6d2ax.htm
沃尔沃XC60 2015款 T5 智进版,严选车,19.61,原价20.04万,2015-06,4.27万公里,国五,2.0,0次过户,2019-6,2019-6,已过期,2.0T 245马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/nn/7817f2550d22f952x.htm
凯迪拉克XT5 2016款 28T 四驱豪华型,严选车,23.81,原价25.1万,2016-07,4.17万公里,国五,2.0,0次过户,2020-7,2019-7,已过期,2.0T 269马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/gz/7327c6e5ded610ecx.htm
吉利 远景X3 2017款 1.5L 自动尊贵型,严选车,¥4.55,新车指导价7.20万(含税),2018-02,3.95万公里,国五,1.5,1次过户,2020-2,2020-1,2020-1,1.5L 102马力 L4,4档自动变速箱(AT),https://www.guazi.com/nn/a9842fc64afd02c4x.htm
长安CS35 2015款 1.6L 手动豪华型 国V,严选车,3.99,原价4.31万,2016-02,5.08万公里,国五,1.6,0次过户,2020-2,2020-1,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/zhongshan/d8daf3a51487305ax.htm
奥迪A6L 2014款 30 FSI 舒适型,严选车,¥25.63,新车指导价50.90万(含税),2015-04,6.69万公里,国五,2.5,0次过户,2021-4,2020-4,已过期,2.5L 190马力 V6,8档无级变速箱(CVT),https://www.guazi.com/sz/a00cee24b29712f4x.htm
日产 骐达 2011款 1.6L CVT智能型,严选车,¥5.28,新车指导价13.60万(含税),2011-10,7.29万公里,国四,1.6,1次过户,2019-10,2019-8,已过期,1.6L 126马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/liuzhou/ac1cc15a31aea0fdx.htm
宝骏610 2014款 CROSS 1.5L 手动舒适型,严选车,¥3.06,新车指导价7.40万(含税),2015-06,5.55万公里,国四,1.5,0次过户,2019-6,2019-7,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/5459876dd1837b70x.htm
雪铁龙C5 2013款 2.0L 自动尊享型,严选车,¥7.88,新车指导价20.60万(含税),2014-01,2.97万公里,国四,2.0,0次过户,2020-1,2019-12,已过期,2.0L 147马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/8ae81996b681a730x.htm
雪佛兰 科沃兹 2016款 1.5L 手动欣悦版,严选车,5.30,原价5.57万,2017-04,2.1万公里,国五,1.5,0次过户,2021-4,2020-3,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/46843e8ecbb36e4cx.htm
东风风行 菱智 2018款 M3L 1.6L 7座舒适型,严选车,¥4.80,新车指导价7.60万(含税),2018-05,4.68万公里,国五,1.6,0次过户,2020-5,2020-5,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/03aae70e0db320ccx.htm
雪佛兰 探界者 2018款 535T 自动领界版,严选车,12.26,原价12.38万,2018-05,1.63万公里,国五,1.5,0次过户,2020-5,2020-5,已过期,1.5T 180马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/cd488f3d27db0d15x.htm
现代ix35 2013款 2.0L 自动两驱智能型GLS 国V,严选车,¥9.41,新车指导价21.40万(含税),2015-02,2.39万公里,国五,2.0,0次过户,2021-2,2019-9,已过期,2.0L 160马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/sz/6758a96b7fe6eb41x.htm
奔驰C级 2013款 C 260 CGI 时尚型,严选车,14.86,原价15.46万,2013-08,4.34万公里,国四,1.8,0次过户,2019-8,2019-8,已过期,1.8T 204马力 L4,7档手自一体变速箱(AT),https://www.guazi.com/gz/d79dee37246e1a45x.htm
东风风行 菱智 2015款 V3 1.5L 7座舒适型,严选车,3.67,原价3.75万,2017-01,2.98万公里,国五,1.5,1次过户,2021-1,2020-5,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/76c5594c7a6daf0bx.htm
北汽威旺M20 2018款 1.5L基本型DAM15DL,严选车,2.67,原价2.72万,2017-07,3.63万公里,国五,1.5,0次过户,2019-7,2019-7,已过期,1.5L 116马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/12c5a614952a4547x.htm
中华H3 2017款 1.5L 自动豪华型,严选车,4.23,原价4.38万,2018-01,5.98万公里,国五,1.5,0次过户,2020-1,2019-12,2019-12,1.5L 112马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/foshan/8395c4c8e5fbe386x.htm
长安CS75 2017款 尚酷版 1.5T 自动锋悦型,严选车,7.21,原价7.85万,2017-12,0.82万公里,国五,1.5,0次过户,2019-12,2019-12,已过期,1.5T 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/f9a5cd397d60ebe8x.htm
本田 思域 2009款 1.8L 自动舒适版,严选车,4.72,原价4.82万,2009-08,8.93万公里,国四,1.8,0次过户,2019-8,2019-8,已过期,1.8L 140马力 L4,5档自动变速箱(AT),https://www.guazi.com/foshan/92940ebd1afdadacx.htm
奇瑞 瑞虎5 2015款 2.0L CVT家悦版,严选车,4.62,原价4.71万,2015-10,6.02万公里,国五,2.0,0次过户,2019-10,2019-12,已过期,2.0L 139马力 L4,7档无级变速箱(CVT),https://www.guazi.com/zhongshan/9503257a263cffe7x.htm
现代 朗动 2016款 1.6L 自动尊贵型,严选车,6.88,原价7.23万,2016-10,5.68万公里,国五,1.6,1次过户,2020-10,2019-9,已过期,1.6L 128马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/7d263c2c1da470b9x.htm
别克 威朗 2016款 两厢 15S 自动领先型,严选车,¥8.46,新车指导价16.90万(含税),2017-01,2.69万公里,国五,1.5,1次过户,2021-1,2020-1,已过期,1.5L 118马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/3df7d30ab7ebabf2x.htm
福特 福克斯 2013款 三厢经典 1.8L 手动基本型,严选车,3.46,原价3.7万,2013-12,4.62万公里,国四,1.8,0次过户,2019-12,2019-11,2019-11,1.8L 124马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/334b60ae3e7774edx.htm
比亚迪 速锐 2016款 1.5L 手动精英型,严选车,¥3.89,新车指导价7.60万(含税),2017-01,2.02万公里,国五,1.5,0次过户,2021-1,2019-7,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/8332307049abcab0x.htm
马自达 昂克赛拉 2016款 三厢 1.5L 自动舒适型,严选车,8.70,原价8.91万,2016-06,3.59万公里,国五,1.5,0次过户,2020-6,2019-6,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/41b48005e306c3f3x.htm
大众 高尔夫 2014款 1.6L 自动时尚型,严选车,¥7.62,新车指导价14.50万(含税),2014-08,2.95万公里,国四,1.6,1次过户,2020-8,2019-8,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/zhuhai/15442025db67cda8x.htm
宝马5系 2014款 520Li 典雅型,严选车,23.80,原价24.25万,2013-12,5.17万公里,国四,2.0,0次过户,2019-12,2019-11,已过期,2.0T 184马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/sz/01b5b0126e41e168x.htm
现代 悦动 2011款 1.6L 自动舒适型,严选车,4.71,原价5.07万,2015-06,6.68万公里,国五,1.6,0次过户,2019-6,2019-7,已过期,1.6L 123马力 L4,4档自动变速箱(AT),https://www.guazi.com/foshan/8e58ea614ccfc5c3x.htm
宝马X1 2016款 sDrive18Li 尊享型,严选车,¥20.57,新车指导价33.20万(含税),2017-10,1.63万公里,国五,1.5,0次过户,2019-10,2019-9,已过期,1.5T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/foshan/52b8ec6c01d13ff6x.htm
讴歌CDX 2016款 1.5T 两驱尊享版,严选车,16.45,原价17.18万,2016-11,3.7万公里,国五,1.5,1次过户,2020-11,2019-10,已过期,1.5T 182马力 L4,8档双离合变速箱(DCT),https://www.guazi.com/dg/e2ea5fe98914cfd8x.htm
MINI 2014款 1.5T COOPER Fun,严选车,13.81,原价14.43万,2016-02,5.24万公里,国五,1.5,0次过户,2020-2,2020-1,已过期,1.5T 136马力 L3,6档手自一体变速箱(AT),https://www.guazi.com/nn/b3335b8193afaaccx.htm
起亚K5 2016款 2.0L 自动GL,严选车,9.40,原价9.7万,2017-01,4.56万公里,国五,2.0,0次过户,2021-1,2019-12,已过期,2.0L 161马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/349f99af9269c566x.htm
长安CS75 2014款 2.0L 手动豪华型 国V,严选车,5.00,原价5.26万,2015-12,5.14万公里,国五,2.0,0次过户,2019-12,2020-1,已过期,2.0L 158马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/4b57945c9afd2187x.htm
北京BJ40 2016款 40L 2.3T 自动四驱尊享版,严选车,10.89,原价11.67万,2017-10,2.78万公里,国五,2.3,1次过户,2019-10,2019-10,已过期,2.3T 250马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/1948f83a531dae89x.htm
日产 奇骏 2014款 2.0L CVT舒适版 2WD,严选车,¥11.98,新车指导价21.40万(含税),2014-11,7.22万公里,国四,2.0,1次过户,2020-11,2019-11,已过期,2.0L 150马力 L4,7档无级变速箱(CVT),https://www.guazi.com/zhuhai/cd4b406bbe08cacdx.htm
北汽绅宝 绅宝X35 2016款 1.5L 自动尊贵版,严选车,¥4.85,新车指导价9.60万(含税),2017-09,2.39万公里,国五,1.5,1次过户,2019-9,2019-11,已过期,1.5L 116马力 L4,4档自动变速箱(AT),https://www.guazi.com/nn/9964fe2b6a039e7ax.htm
大众CC 2013款 2.0TSI 豪华型,严选车,13.72,原价14.02万,2014-08,10.02万公里,国四,2.0,0次过户,2020-8,2019-8,已过期,2.0T 200马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/gz/c165db95772fed6dx.htm
斯柯达 明锐 2013款 1.6L 自动逸俊版,严选车,5.10,原价5.33万,2013-04,9.14万公里,国四,1.6,0次过户,2020-4,2020-4,已过期,1.6L 105马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/gz/e206804234dc56d9x.htm
东风风行 景逸X5 2013款 1.6L 手动尊享型 国IV,严选车,¥3.34,新车指导价9.40万(含税),2014-05,6.13万公里,国四,1.6,0次过户,2020-5,2020-5,已过期,1.6L 122马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/4c315de10c2be40fx.htm
奇瑞 瑞虎3X 2017款 1.5L 手动时尚版,严选车,3.65,原价3.74万,2016-12,2.3万公里,国五,1.5,0次过户,2020-12,2019-11,已过期,1.5L 106马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/53140aa975181981x.htm
传祺GS8 2017款 320T 两驱豪华智联版,严选车,12.62,原价13.36万,2018-02,3.29万公里,国五,2.0,0次过户,2020-2,2020-1,已过期,2.0T 201马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/7918437f259db1b4x.htm
沃尔沃XC90 2013款 2.5T T5 行政升级版(进口),严选车,22.47,原价23.8万,2014-01,4.42万公里,国四,2.5,0次过户,2020-1,2020-3,已过期,2.5T 209马力 L5,5档手自一体变速箱(AT),https://www.guazi.com/dg/0c90dd4eff93561cx.htm
东南DX3 2018款 1.5L 手动尊贵型,严选车,5.45,原价5.58万,2018-05,1.81万公里,国五,1.5,0次过户,2020-5,2020-5,已过期,1.5L 120马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/de7bfe5fb71036aex.htm
长安 逸动 2015款 XT 1.6L 手动俊酷型 国V,严选车,¥3.95,新车指导价9.00万(含税),2015-10,3.21万公里,国五,1.6,1次过户,2019-10,2019-10,已过期,1.6L 125马力 L4,5档手动变速箱(MT),https://www.guazi.com/foshan/bb46ba79b8257073x.htm
奔驰GLA级 2016款 GLA 200 动感型,严选车,18.03,原价18.61万,2016-10,1.72万公里,国五,1.6,0次过户,2020-10,2019-10,已过期,1.6T 156马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/zhongshan/3a6b94ccae91d022x.htm
本田 奥德赛 2014款 2.4L 豪华版,严选车,12.42,原价12.72万,2013-06,10.14万公里,国四,2.4,0次过户,2019-6,2019-6,已过期,2.4L 181马力 L4,5档自动变速箱(AT),https://www.guazi.com/foshan/ba3ef259494d20fex.htm
吉利 帝豪GS 2016款 优雅版 1.3T 手动领尚型,严选车,4.95,原价5.07万,2016-09,2.97万公里,国五,1.3,0次过户,2020-9,2019-8,已过期,1.3T 129马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/86a15eb1f3a2b61bx.htm
五菱宏光 2015款 1.5L S1舒适国V,严选车,3.80,原价3.84万,2015-11,4.89万公里,国五,1.5,0次过户,2019-11,2019-12,已过期,1.5L 112马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/59308c975e658d3dx.htm
宝马1系 2015款 118i 领先型(进口),严选车,13.14,原价13.73万,2015-12,2.19万公里,国四,1.6,0次过户,2019-12,2019-12,已过期,1.6T 136马力 L4,8档手自一体变速箱(AT),https://www.guazi.com/liuzhou/11cbae59d298eadfx.htm
吉利 博瑞 2015款 1.8T 舒适型,严选车,7.17,原价7.75万,2015-11,7.16万公里,国五,1.8,0次过户,2019-11,2019-11,已过期,1.8T 163马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/a4a617b69a51e67cx.htm
北汽绅宝 绅宝D70 2018款 性能版 1.8T 舒适版,严选车,7.27,原价7.57万,2018-09,0.55万公里,国五,1.8,1次过户,2020-9,2019-9,已过期,1.8T 177马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/nn/e53f122d92013a1dx.htm
长安CS75 2014款 1.8T 自动精英型 国V,严选车,5.99,原价6.67万,2015-08,4.96万公里,国五,1.8,1次过户,2019-8,2019-7,已过期,1.8T 177马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/7e24e28cf0e24ec2x.htm
大众 捷达 2017款 1.5L 手动舒适型,严选车,¥6.34,新车指导价10.60万(含税),2017-10,2.75万公里,国五,1.5,0次过户,2019-10,2019-10,已过期,1.5L 110马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/610bd29bc22b4c2ex.htm
北汽幻速S6 2017款 1.5T CVT尊享型,严选车,5.69,原价5.74万,2016-09,2.2万公里,国五,1.5,0次过户,2020-9,2019-9,已过期,1.5T 150马力 L4,6档无级变速箱(CVT),https://www.guazi.com/huizhou/6f4ad2b77a1ac621x.htm
日产 天籁 2016款 改款 2.0L XL舒适版,严选车,¥13.00,新车指导价20.30万(含税),2016-11,7.22万公里,国五,2.0,0次过户,2020-11,2019-10,已过期,2.0L 150马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/sz/c9dc055b22fea440x.htm
丰田 凯美瑞 2012款 200G 经典豪华版,严选车,¥8.89,新车指导价21.00万(含税),2012-05,10.65万公里,国四,2.0,0次过户,2020-5,2019-6,已过期,2.0L 147马力 L4,4档自动变速箱(AT),https://www.guazi.com/sz/a5ae9423a2bbc53cx.htm
长安CS75 2014款 2.0L 手动豪华型 国V,严选车,5.24,原价5.33万,2016-01,3.82万公里,国五,2.0,0次过户,2020-1,2020-1,已过期,2.0L 158马力 L4,6档手动变速箱(MT),https://www.guazi.com/dg/f3a66d7bab58d87dx.htm
长安CS75 2014款 2.0L 手动豪华型 国V,严选车,5.39,原价5.57万,2015-08,4.59万公里,国五,2.0,0次过户,2019-8,2019-8,已过期,2.0L 158马力 L4,6档手动变速箱(MT),https://www.guazi.com/huizhou/60f1afdd20f8ecd0x.htm
马自达 睿翼 2012款 2.5L 自动尊贵版,严选车,¥8.81,新车指导价23.50万(含税),2012-12,6.13万公里,国四,2.5,0次过户,2019-12,2019-11,2019-11,2.5L 169马力 L4,5档手自一体变速箱(AT),https://www.guazi.com/sz/0ddd8071e44df1e3x.htm
别克 君威 2014款 2.0L 精英时尚型,严选车,9.86,原价10.14万,2015-09,2.92万公里,国五,2.0,0次过户,2019-9,2019-9,已过期,2.0L 154马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/e5a6d2bc067f416dx.htm
福特 福克斯 2017款 三厢 1.6L 自动风尚型智行版,严选车,¥7.07,新车指导价15.10万(含税),2017-01,1.98万公里,国五,1.6,0次过户,2021-1,2020-1,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/foshan/e02e541d37a24dd2x.htm
铃木 启悦 2015款 1.6L 自动舒享型,严选车,5.72,原价5.84万,2016-09,4.4万公里,国五,1.6,0次过户,2020-9,2019-9,已过期,1.6L 122马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/603e5e877e4c151bx.htm
马自达 昂克赛拉 2017款 三厢 1.5L 自动尊贵型,严选车,10.52,原价10.73万,2017-02,2.89万公里,国五,1.5,1次过户,2021-2,2020-5,已过期,1.5L 117马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/liuzhou/3beb17ba7cc2749ex.htm
日产 天籁 2013款 2.0L XL舒适版,严选车,10.99,原价11.25万,2014-10,4.61万公里,国四,2.0,0次过户,2020-10,2019-11,已过期,2.0L 141马力 L4,无级变速档无级变速箱(CVT),https://www.guazi.com/huizhou/30788f8cc7ada079x.htm
比亚迪S6 2013款 劲悦版 2.4L 自动尊享型 5座,严选车,4.06,原价4.48万,2012-12,5.65万公里,国四,2.4,0次过户,2019-12,2019-12,已过期,2.4L 160马力 L4,4档手自一体变速箱(AT),https://www.guazi.com/dg/710eae020eab1be3x.htm
长安CS75 2017款 尚酷版 1.5T 自动锋享型,严选车,7.49,原价7.84万,2017-09,2.54万公里,国五,1.5,0次过户,2019-9,2019-9,已过期,1.5T 170马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/nn/69f811a5d7369862x.htm
长安CX20 2014款 1.4L 手动运动版 国IV,严选车,2.75,原价2.94万,2015-01,2.24万公里,国四,1.4,1次过户,2021-1,2020-1,已过期,1.4L 101马力 L4,5档手动变速箱(MT),https://www.guazi.com/nn/e69f920eca9c134ex.htm
吉利 经典帝豪 2013款 三厢 1.5L 手动进取型,严选车,2.44,原价2.64万,2013-11,11.98万公里,国四,1.5,1次过户,2019-11,2019-6,已过期,1.5L 109马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/f4d6963493be4d80x.htm
Jeep 指南者 2017款 200T 自动舒享版,严选车,¥11.40,新车指导价18.40万(含税),2018-03,1.09万公里,国五,1.4,0次过户,2020-3,2020-5,已过期,1.4T 165马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/foshan/bc7ae0a24ec8bed5x.htm
斯柯达 明锐 2015款 1.6L 自动逸俊版,严选车,6.42,原价6.58万,2015-05,12.51万公里,国五,1.6,0次过户,2021-5,2019-11,已过期,1.6L 110马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/huizhou/d243030ceb7f5b2bx.htm
别克 昂科威 2018款 28T 四驱豪华型,严选车,17.63,原价17.94万,2018-06,0.8万公里,国五,2.0,0次过户,2020-6,2020-6,已过期,2.0T 260马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/foshan/b10df47356b9a48ex.htm
东风风行 菱智 2017款 M3L 2.0L 7座舒适型,严选车,4.49,原价4.74万,2017-02,6.86万公里,国五,1.6,0次过户,2021-2,2019-12,2018-1,2.0L 121马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/2be3feb0a1674d3cx.htm
丰田 凯美瑞 2013款 200G 经典豪华版,严选车,¥10.19,新车指导价21.00万(含税),2013-12,9.73万公里,国四,2.0,0次过户,2019-12,2019-11,已过期,2.0L 147马力 L4,4档自动变速箱(AT),https://www.guazi.com/dg/24659caba32589f0x.htm
东风风神AX7 2015款 2.0L 手动智逸型,严选车,5.33,原价5.66万,2016-02,3.21万公里,国五,2.0,0次过户,2020-2,2020-4,已过期,2.0L 147马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/8cf24ac6fb1a18cax.htm
现代 名图 2017款 1.8L 自动智能型GLS,严选车,9.90,原价10.11万,2017-11,4.07万公里,国五,1.8,0次过户,2019-11,2019-11,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/0174b94a8f6db497x.htm
路虎 揽胜极光 2016款 2.0T SE 智耀版,严选车,24.38,原价26.1万,2017-03,4.14万公里,国五,2.0,0次过户,2021-3,2020-1,已过期,2.0T 241马力 L4,9档手自一体变速箱(AT),https://www.guazi.com/dg/a8b2e17e2722876bx.htm
雪佛兰 科鲁兹 2015款 1.5L 经典 SL MT,严选车,4.18,原价4.52万,2015-12,5.08万公里,国五,1.5,1次过户,2019-12,2020-4,已过期,1.5L 113马力 L4,5档手动变速箱(MT),https://www.guazi.com/huizhou/bc768aef0682b894x.htm
福特 福克斯 2017款 三厢 1.6L 自动风尚型智行版,严选车,7.39,原价7.67万,2017-03,2.76万公里,国五,1.6,0次过户,2021-3,2020-3,已过期,1.6L 125马力 L4,6档双离合变速箱(DCT),https://www.guazi.com/liuzhou/34db0e36a77e0d71x.htm
奇瑞 瑞虎5 2015款 1.5T 手动家悦版,严选车,¥4.57,新车指导价11.90万(含税),2015-09,3.61万公里,国五,1.5,0次过户,2019-9,2019-9,已过期,1.5T 152马力 L4,5档手动变速箱(MT),https://www.guazi.com/liuzhou/988fed3ae7e0dc5dx.htm
大众 途观L 2017款 380TSI 自动四驱豪华版,严选车,21.76,原价22.15万,2017-12,2.09万公里,国五,2.0,0次过户,2019-12,2019-12,已过期,2.0T 220马力 L4,7档双离合变速箱(DCT),https://www.guazi.com/nn/571cb91f472b459ex.htm
长安商用 欧尚 2017款 1.5L 手动豪华型,严选车,4.11,原价4.36万,2017-05,2.08万公里,国五,1.5,0次过户,2021-5,2020-4,已过期,1.5L 114马力 L4,5档手动变速箱(MT),https://www.guazi.com/dg/7dd5f296510a3e54x.htm
现代 名图 2014款 1.8L 自动舒适型GL,严选车,7.70,原价7.85万,2015-07,5.27万公里,国四,1.8,0次过户,2019-7,2019-7,已过期,1.8L 143马力 L4,6档手自一体变速箱(AT),https://www.guazi.com/dg/22ca940b28fa1a17x.htm
